OBJECTID,Park_Name,MSName,ServType,Drive,Amps,CampName,InService,CampstNumb,Overnight,Day_use,PicnicT,PT_Cndtn,PT_HC_Accs,PT_Mterial,Grill,GrllCndtn,GrlHC_Accs,Grill_type,CampType,CampHC_Acs,CampPrxmty,Surface,PadCndtn,ElctHokup,ElctCndtn,AreaWater,WatHookup,WaterCndtn,Water_type,SewerHokup,Sew_Cndtn,SewerCover,Shade,Fr_rin_pit,Fr_HC_Aces,LnternPost,InspctDate,Comment,MSType
1743,Keystone State Park,LCL34,RV 50S,Back-In,50 Amp,Lake Country Lower,Yes,34,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,11/30/2011,"50, 30, 20 amp",RV
1744,Keystone State Park,LCL36,RV 50S,Back-In,50 Amp,Lake Country Lower,Yes,36,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,11/30/2011,"50, 30, 20 amp",RV
1745,Keystone State Park,LCL38,RV 50S,Back-In,50 Amp,Lake Country Lower,Yes,38,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,11/30/2011,"50, 30, 20 amp",RV
1746,Keystone State Park,LCL40,RV 50S,Back-In,50 Amp,Lake Country Lower,Yes,40,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,11/30/2011,"50, 30, 20 amp; Max Length: 30FT",RV
1747,Keystone State Park,LCL42,RV 50S,Back-In,50 Amp,Lake Country Lower,Yes,42,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Gravel,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,11/30/2011,"50, 30, 20 amp",RV
1748,Lake Murray State Park,TP036,RV 30S,Back-In,30 Amp,Tipps Point,Yes,36,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1749,Lake Murray State Park,TP035,RV 30S,Back-In,30 Amp,Tipps Point,Yes,35,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1750,Lake Murray State Park,TP034,RV 30S,Back-In,30 Amp,Tipps Point,Yes,34,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1751,Lake Murray State Park,TP033,RV 30S,Back-In,30 Amp,Tipps Point,Yes,33,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1752,Lake Murray State Park,TP032,RV 30S,Back-In,30 Amp,Tipps Point,Yes,32,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1753,Lake Murray State Park,TP031,RV 30S,Back-In,30 Amp,Tipps Point,Yes,31,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1754,Lake Murray State Park,TP030,RV 30S,Back-In,30 Amp,Tipps Point,Yes,30,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1755,Lake Murray State Park,TP029,RV 30S,Back-In,30 Amp,Tipps Point,Yes,29,Yes,No,No,,,,No,Keep,Non-Accessible,Pedestal,Semi-Modern,Usable,Interior,Asphalt,Keep,Yes,Keep,No,No,,,No,,,None,No,,No,2/11/2012,,RV
1756,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,8,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1757,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,7,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1758,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,6,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1759,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,5,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1760,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,4,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1761,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,3,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1762,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,2,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1763,Lake Murray State Park,,RV 30S,Back-In,30 Amp,Tipps Point,No,1,Yes,No,No,,,,No,,,,Semi-Modern,Usable,Lakeside,Asphalt,Keep,Yes,Keep,No,No,,,No,,,Partial,No,,No,2/11/2012,,
1764,Lake Thunderbird State Park,CAT05,Tent,,,critter alley,Yes,CAT05,Yes,No,Yes,Keep,Useable,Metal,Yes,Keep,Usable,Ground-Fixed,Unimproved,Usable,Lakeside,Gravel,Keep,,,Yes,Yes,Keep,Potable,No,,,None,Yes,Usable,Yes,5/15/2012,Shade Partial to None,Tent
1765,Lake Thunderbird State Park,,Tent,,,South Dam,No,,Yes,No,Yes,Keep,Useable,Wood,Yes,Keep,Usable,Ground-Fixed,Unimproved,Usable,Interior,Gravel,Keep,,,Yes,,,Potable,,,,Partial,No,,Yes,5/16/2012,,Tent
1766,Lake Thunderbird State Park,,Tent,,,South Dam,No,,Yes,No,Yes,Keep,Useable,Wood,Yes,Keep,Usable,Pedestal,Unimproved,Usable,Interior,Gravel,Keep,,,Yes,,,Potable,,,,Partial,No,,Yes,5/16/2012,,Tent
1767,Lake Thunderbird State Park,PO012,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,12,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 100FT: Drive Back-in to Pull-Thru: Shade Partial to No: LnternPost Yes to No,RV
1768,Lake Thunderbird State Park,PO017,RV 30S,Back-In,30 Amp,Post Oak,Yes,17,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 45FT: Shade Partial to No: LnternPost Yes to No*,RV
1769,Lake Thunderbird State Park,PO018,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,18,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 50FT:Drive Back-In to Pull-Thru: Shade Partial to No: LnternPost Yes to No*,RV
1770,Lake Thunderbird State Park,PO013,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,13,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length: 110FT: Shade Partial to No: LnternPost Yes to No*,RV
1771,Lake Thunderbird State Park,PO014,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,14,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 70FT: Shade Partial to No: LnternPost Yes to No*,RV
1772,Lake Thunderbird State Park,PO019,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,19,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 40FT: Drive Pull-Off to Pull-Thru: Shade Partial to No: LnternPost Yes to No,RV
1773,Lake Thunderbird State Park,PO020,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,20,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 40FT: Drive Pull-Off to Pull-Thru: Shade Partial to No: LnternPost Yes to No,RV
1774,Lake Thunderbird State Park,PO015,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,15,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 95FT: Shade Partial to No: LnternPost Yes to No*,RV
1775,Lake Thunderbird State Park,PO016,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,16,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 60FT: Shade Partial to No: LnternPost Yes to No*,RV
1776,Lake Thunderbird State Park,PO021,RV 30S,Back-In,30 Amp,Post Oak,Yes,21,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 40FT: Shade Partial to No: LnternPost Yes to No,RV
1777,Lake Thunderbird State Park,PO011,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,11,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 55FT: Shade Partial to No: LnternPost Yes to No*,Tent
1778,Lake Thunderbird State Park,PO010,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,10,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Replace,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 95FT: Shade Partial to No: LnternPost Yes to No*,RV
1779,Lake Thunderbird State Park,PO009,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,9,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Replace,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 95FT: Shade Partial to No: LnternPost Yes to No*,RV
1780,Lake Thunderbird State Park,PO008,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,8,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Replace,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 90FT: Shade Partial to No: Lantern Yes to No*,RV
1781,Lake Thunderbird State Park,PO007,RV 30S,Pull-Thru,30 Amp,Post Oak,Yes,7,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Replace,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 75FT: Shade Partial to No: Lantern Yes to No*,RV
1782,Lake Thunderbird State Park,PO001,RV 30S,Back-In,30 Amp,Post Oak,Yes,1,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,"Max Length 50FT: Shade, Partial to No",RV
1783,Lake Thunderbird State Park,PO002,RV 30S,Back-In,30 Amp,Post Oak,Yes,2,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length: 70 FT; Shade: Partial to No,RV
1784,Lake Thunderbird State Park,PO004,RV 30S,Back-In,30 Amp,Post Oak,Yes,4,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length: 50FT: Shade: Partial to No,RV
1785,Lake Thunderbird State Park,PO005,RV 30S,Back-In,30 Amp,Post Oak,Yes,5,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length 70FT: Shade Partial to No,RV
1786,Lake Thunderbird State Park,PO006,RV 30S,Back-In,30 Amp,Post Oak,Yes,6,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length: 60FT: Shade Partial to No,RV
1787,Lake Thunderbird State Park,PO003,RV 30S,Back-In,30 Amp,Post Oak,Yes,3,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,None,Yes,Non-Accessible,No,5/17/2012,Max Length: 60FT: Shade Partial to No:,RV
1788,Lake Thunderbird State Park,,RV 30S,Pull-Thru,30 Amp,Post Oak,No,Camp Host,Yes,No,Yes,Keep,Non-Accessible,Concrete,Yes,Keep,Non-Accessible,Pedestal,Semi-Modern,Non-Accessible,Interior,Gravel,Repair,Yes,Keep,No,Yes,Keep,Potable,No,,,Partial,Yes,Non-Accessible,No,5/17/2012,,
1789,Lake Thunderbird State Park,,RV 50S,Back-In,50 Amp,Little Axe,No,,Yes,No,No,,,,Yes,Keep,Non-Accessible,Ground-Tiltback,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,,
1790,Lake Thunderbird State Park,,RV 50S,Back-In,50 Amp,Little Axe,No,,Yes,No,No,,,,Yes,Keep,Non-Accessible,Ground-Tiltback,Semi-Modern,Non-Accessible,Interior,Concrete,Keep,Yes,Keep,No,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,,
1799,Lake Thunderbird State Park,LA001,RV 30S,Back-In,30 Amp,Little Axe,Yes,1,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 60Ft; Shade Partial to No: LnternPost Yes to No,RV
1800,Lake Thunderbird State Park,LA002,RV 30S,Back-In,30 Amp,Little Axe,Yes,2,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1801,Lake Thunderbird State Park,LA003,RV 30S,Back-In,30 Amp,Little Axe,Yes,3,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1802,Lake Thunderbird State Park,LA004,RV 30S,Back-In,30 Amp,Little Axe,Yes,4,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 55FT: Shade Partial to No: LnternPost Yes to No,RV
1803,Lake Thunderbird State Park,LA005,RV 30S,Back-In,30 Amp,Little Axe,Yes,5,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1804,Lake Thunderbird State Park,LA015,RV 30S,Back-In,30 Amp,Little Axe,Yes,15,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1805,Lake Thunderbird State Park,LA016,RV 30S,Back-In,30 Amp,Little Axe,Yes,16,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 45FT: Shade Partial to No: LnternPost Yes to No,RV
1806,Lake Thunderbird State Park,LA017,RV 30S,Back-In,30 Amp,Little Axe,Yes,17,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1807,Lake Thunderbird State Park,LA006,RV 30S,Back-In,30 Amp,Little Axe,Yes,6,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 65FT: Shade Partial to No: LnternPost Yes to No,RV
1808,Lake Thunderbird State Park,LA018,RV 30S,Back-In,30 Amp,Little Axe,Yes,18,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 45FT: Shade Partial to No: LnternPost Yes to No,RV
1809,Lake Thunderbird State Park,LA007,RV 30S,Back-In,30 Amp,Little Axe,Yes,7,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50FT: Shade Partial to No: LnternPost Yes to No,RV
1810,Lake Thunderbird State Park,LA008,RV 30S,Back-In,30 Amp,Little Axe,Yes,8,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 55FT: Shade Partial to No: LnternPost Yes to No,RV
1811,Lake Thunderbird State Park,LA009,RV 30S,Back-In,30 Amp,Little Axe,Yes,9,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 55FT: Shade Partial to No: LnternPost Yes to No,RV
1812,Lake Thunderbird State Park,LA019,RV 30S,Back-In,30 Amp,Little Axe,Yes,19,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,"Max Length 50FT: Shaded Yes to No, Lntern Post Yes to No",RV
1813,Lake Thunderbird State Park,LA010,RV 30S,Back-In,30 Amp,Little Axe,Yes,10,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 60FT: Shade Partial to No: LnternPost Yes to No,RV
1814,Lake Thunderbird State Park,LA020,RV 30S,Back-In,30 Amp,Little Axe,Yes,20,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,Max Length 50FT: Shade Partial to No,RV
1815,Lake Thunderbird State Park,LA021,RV 30S,Back-In,30 Amp,Little Axe,Yes,21,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,Max Length50FT: Shade Partial to No,RV
1816,Lake Thunderbird State Park,LA011,RV 30S,Back-In,30 Amp,Little Axe,Yes,11,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length60FT: Shade Partial to No: LnternPost Yes to No,RV
1817,Lake Thunderbird State Park,LA022,RV 30S,Back-In,30 Amp,Little Axe,Yes,22,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,Yes,5/17/2012,Max Length 50FT: Shade Partial to No,RV
1818,Lake Thunderbird State Park,LA032,RV 30S,Back-In,30 Amp,Little Axe,Yes,32,Yes,No,Yes,Keep,Useable,Wood,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 55FT: Shade Partial to No; LnternPost Yes to No,RV
1819,Lake Thunderbird State Park,LA012,RV 30S,Back-In,30 Amp,Little Axe,Yes,12,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 55FT: Shade Partial to No: LnternPost Yes to No,RV
1820,Lake Thunderbird State Park,LA013,RV 30S,Back-In,30 Amp,Little Axe,Yes,13,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 60FT: Shade Partial to No: LnternPost Yes to No,RV
1821,Lake Thunderbird State Park,LA014,RV 30S,Back-In,30 Amp,Little Axe,Yes,14,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,No,,Yes,5/17/2012,Megasys has this site blocked (May be out of order) 6/2/2020,RV
1822,Lake Thunderbird State Park,LA033,RV 30S,Back-In,30 Amp,Little Axe,Yes,33,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length55FT; Shade Partial to No; LnternPost Yes to No,RV
1823,Lake Thunderbird State Park,,RV 30S,Back-In,30 Amp,Little Axe,No,,Yes,No,Yes,Keep,Useable,Wood,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,No,,Yes,5/17/2012,,
1824,Lake Thunderbird State Park,LA034,RV 30S,Back-In,30 Amp,Little Axe,Yes,34,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Pedestal,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 50 FT: Shade Partial to No; LnternPost Yes to No,RV
1825,Lake Thunderbird State Park,LA056,RV 30S,Back-In,30 Amp,Little Axe,Yes,56,Yes,No,Yes,Repair,Useable,Concrete,Yes,Keep,Usable,Ground-Fixed,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,Partial,No,,Yes,5/17/2012,,RV
1826,Lake Thunderbird State Park,LA035,RV 30S,Pull-Thru,30 Amp,Little Axe,Yes,35,Yes,No,Yes,Keep,Useable,Concrete,Yes,Keep,Usable,Ground-Fixed,Semi-Modern,Usable,Lakeside,Concrete,Keep,Yes,Keep,Yes,Yes,Keep,Potable,No,,,None,No,,No,5/17/2012,Max Length 90FT: Shade Partial to No; LnternPost Yes to No,RV
